wall_ms,stamp_sec,event,lidar_hz,imu_hz,odom_hz,lidar_points,lidar_scan_ms,imu_dt_sec,imu_max_gap_sec,imu_acc_norm,imu_gyro_norm_dps,odom_x,odom_y,odom_z,odom_yaw_deg,odom_dt_sec,odom_step_xy,odom_speed_mps,odom_yaw_rate_dps,relative_x,relative_y,relative_yaw_deg,relative_dist,localization_valid,cause
946686450165,946686450.082344294,odom,,,,,,,,,,0.022181,0.017314,0.004654,-0.007821,0.099981,0.002945,0.029452,0.083185,-0.012462,0.002407,-0.047205,0.012692,1,OK
946686450264,946686450.182279944,odom,,,,,,,,,,0.021694,0.016894,0.004204,0.006046,0.099936,0.000643,0.006436,0.138758,-0.014760,0.004248,-0.038888,0.015359,1,OK
946686450333,0.000000000,summary,10.003,200.067,10.003,20064,100.338,0.006,0.006,0.993,0.739,0.021694,0.016894,0.004204,0.006046,0,0.002945,0.029452,0.274801,-0.014273,0.003828,-0.025022,0.014778,1,OK
946686450363,946686450.282259941,odom,,,,,,,,,,0.020449,0.014628,0.005349,-0.017694,0.099980,0.002585,0.025859,0.237452,-0.014273,0.003828,-0.025022,0.014778,1,OK
946686450462,946686450.382275105,odom,,,,,,,,,,0.020964,0.015392,0.005491,-0.011312,0.100015,0.000921,0.009213,0.063814,-0.013027,0.001563,-0.048762,0.013121,1,OK
946686450556,946686450.482079387,odom,,,,,,,,,,0.021206,0.014396,0.005693,-0.034317,0.099804,0.001025,0.010274,0.230501,-0.013542,0.002327,-0.042380,0.013741,1,OK
946686450667,946686450.582348824,odom,,,,,,,,,,0.021195,0.014579,0.005384,-0.017028,0.100269,0.000183,0.001830,0.172430,-0.013783,0.001330,-0.065385,0.013847,1,OK
946686450761,946686450.682354569,odom,,,,,,,,,,0.021090,0.014752,0.006111,-0.035726,0.100006,0.000202,0.002020,0.186970,-0.013773,0.001514,-0.048095,0.013856,1,OK
946686450864,946686450.782278776,odom,,,,,,,,,,0.021708,0.013581,0.005822,-0.049622,0.099924,0.001323,0.013244,0.139069,-0.013668,0.001686,-0.066793,0.013772,1,OK
946686450961,946686450.882227659,odom,,,,,,,,,,0.021520,0.013149,0.004762,-0.032920,0.099949,0.000472,0.004718,0.167104,-0.014286,0.000516,-0.080690,0.014295,1,OK
946686451064,946686450.982298136,odom,,,,,,,,,,0.021969,0.011843,0.005777,-0.041180,0.100070,0.001381,0.013797,0.082538,-0.014097,0.000083,-0.063988,0.014098,1,OK
946686451161,946686451.082287073,odom,,,,,,,,,,0.022882,0.012558,0.005869,-0.025350,0.099989,0.001160,0.011596,0.158315,-0.014546,-0.001223,-0.072248,0.014597,1,OK
946686451255,946686451.182271123,odom,,,,,,,,,,0.021825,0.012500,0.003303,-0.041035,0.099984,0.001059,0.010591,0.156869,-0.015459,-0.000508,-0.056418,0.015467,1,OK
946686451333,0.000000000,summary,10.004,200.075,10.004,20064,100.284,0.006,0.006,1.009,0.734,0.021825,0.012500,0.003303,-0.041035,0,0.002585,0.025859,0.237452,-0.014402,-0.000566,-0.072102,0.014413,1,OK
946686451367,946686451.282073379,odom,,,,,,,,,,0.020323,0.013119,0.004347,-0.014296,0.099802,0.001624,0.016274,0.267919,-0.014402,-0.000566,-0.072102,0.014413,1,OK
946686451461,946686451.382151842,odom,,,,,,,,,,0.020193,0.014178,0.005677,-0.012695,0.100078,0.001067,0.010660,0.015995,-0.012900,0.000054,-0.045363,0.012900,1,OK
946686451558,946686451.481838346,odom,,,,,,,,,,0.018565,0.013523,0.005087,-0.007989,0.099687,0.001754,0.017598,0.047210,-0.012770,0.001113,-0.043763,0.012819,1,OK
946686451669,946686451.582361698,odom,,,,,,,,,,0.019733,0.013352,0.005230,-0.010459,0.100523,0.001181,0.011746,0.024569,-0.011142,0.000459,-0.039056,0.011152,1,OK
946686451765,946686451.682346821,odom,,,,,,,,,,0.020087,0.014203,0.005739,0.000954,0.099985,0.000921,0.009215,0.114142,-0.012311,0.000288,-0.041526,0.012314,1,OK
946686451866,946686451.782213211,odom,,,,,,,,,,0.019289,0.012647,0.004835,-0.019091,0.099866,0.001749,0.017516,0.200718,-0.012664,0.001139,-0.030114,0.012715,1,OK
946686451970,946686451.882381320,odom,,,,,,,,,,0.018925,0.012222,0.003857,-0.000010,0.100168,0.000559,0.005581,0.190487,-0.011866,-0.000418,-0.050159,0.011873,1,OK
946686452058,946686451.982279062,odom,,,,,,,,,,0.018738,0.012414,0.003837,-0.007656,0.099898,0.000267,0.002676,0.076531,-0.011502,-0.000842,-0.031078,0.011532,1,OK
946686452162,946686452.082237720,odom,,,,,,,,,,0.018236,0.011706,0.004143,-0.024085,0.099959,0.000868,0.008680,0.164366,-0.011315,-0.000651,-0.038723,0.011333,1,OK
946686452272,946686452.182192802,odom,,,,,,,,,,0.017945,0.013800,0.003968,0.000201,0.099955,0.002114,0.021145,0.242973,-0.010812,-0.001358,-0.055153,0.010897,1,OK
946686452333,0.000000000,summary,10.003,200.064,10.003,20064,100.269,0.006,0.006,0.999,0.588,0.017945,0.013800,0.003968,0.000201,0,0.002114,0.021145,0.267919,-0.010522,0.000736,-0.030867,0.010548,1,OK
946686452365,946686452.282193065,odom,,,,,,,,,,0.018659,0.015443,0.004978,-0.010606,0.100000,0.001792,0.017917,0.108067,-0.010522,0.000736,-0.030867,0.010548,1,OK
946686452458,946686452.381793141,odom,,,,,,,,,,0.018675,0.016429,0.005945,-0.004357,0.099600,0.000987,0.009907,0.062742,-0.011237,0.002379,-0.041673,0.011486,1,OK
946686452571,946686452.482289672,odom,,,,,,,,,,0.018493,0.016104,0.006698,-0.001720,0.100497,0.000372,0.003706,0.026237,-0.011254,0.003365,-0.035424,0.011746,1,OK
946686452663,946686452.582312107,odom,,,,,,,,,,0.018081,0.015674,0.006108,0.004617,0.100022,0.000596,0.005958,0.063355,-0.011072,0.003040,-0.032787,0.011482,1,OK
946686452762,946686452.682290077,odom,,,,,,,,,,0.018928,0.015702,0.004784,-0.035234,0.099978,0.000847,0.008474,0.398602,-0.010660,0.002610,-0.026451,0.010975,1,OK
946686452864,946686452.782323599,odom,,,,,,,,,,0.020021,0.013232,0.004715,-0.022748,0.100034,0.002701,0.026996,0.124827,-0.011507,0.002637,-0.066302,0.011805,1,OK
946686452975,946686452.882294536,odom,,,,,,,,,,0.020109,0.012538,0.004640,-0.028997,0.099971,0.000700,0.007001,0.062512,-0.012598,0.000167,-0.053815,0.012600,1,OK
946686453063,946686452.982283115,odom,,,,,,,,,,0.021673,0.013409,0.005356,-0.015233,0.099989,0.001790,0.017906,0.137655,-0.012686,-0.000527,-0.060065,0.012697,1,OK
946686453163,946686453.082386374,odom,,,,,,,,,,0.020400,0.015628,0.005132,0.015907,0.100103,0.002558,0.025553,0.311083,-0.014251,0.000343,-0.046301,0.014255,1,OK
946686453268,946686453.182239890,odom,,,,,,,,,,0.019485,0.016706,0.006065,-0.006589,0.099854,0.001414,0.014162,0.225290,-0.012978,0.002562,-0.015160,0.013229,1,OK
946686453333,0.000000000,summary,10.004,200.076,10.004,19968,99.776,0.006,0.006,1.004,0.621,0.019485,0.016706,0.006065,-0.006589,0,0.002701,0.026996,0.398602,-0.012064,0.003641,-0.037656,0.012602,1,OK
946686453359,946686453.281767964,odom,,,,,,,,,,0.019362,0.017214,0.006385,0.021205,0.099528,0.000523,0.005255,0.279252,-0.012064,0.003641,-0.037656,0.012602,1,OK
946686453469,946686453.382335305,odom,,,,,,,,,,0.019829,0.016808,0.005078,-0.013255,0.100567,0.000619,0.006157,0.342654,-0.011941,0.004150,-0.009863,0.012642,1,OK
946686453573,946686453.482323408,odom,,,,,,,,,,0.017262,0.015400,0.004758,0.012868,0.099988,0.002928,0.029283,0.261260,-0.012408,0.003743,-0.044323,0.012961,1,OK
946686453663,946686453.582226157,odom,,,,,,,,,,0.016352,0.015057,0.004779,0.002153,0.099903,0.000973,0.009737,0.107251,-0.009840,0.002337,-0.018200,0.010114,1,OK
946686453762,946686453.682358623,odom,,,,,,,,,,0.018912,0.014656,0.005079,-0.008793,0.100132,0.002591,0.025879,0.109320,-0.008930,0.001994,-0.028914,0.009150,1,OK
946686453866,946686453.782273650,odom,,,,,,,,,,0.021135,0.012018,0.005322,-0.031396,0.099915,0.003450,0.034528,0.226216,-0.011490,0.001591,-0.039861,0.011599,1,OK
946686453968,946686453.882290959,odom,,,,,,,,,,0.019238,0.012495,0.003797,0.014775,0.100017,0.001956,0.019561,0.461624,-0.013712,-0.001048,-0.062463,0.013752,1,OK
946686454066,946686453.982200146,odom,,,,,,,,,,0.020986,0.013878,0.004804,-0.025025,0.099909,0.002229,0.022310,0.398359,-0.011815,-0.000569,-0.016293,0.011828,1,OK
946686454164,946686454.082306266,odom,,,,,,,,,,0.020717,0.013897,0.005777,-0.024150,0.100106,0.000270,0.002698,0.008743,-0.013564,0.000813,-0.056093,0.013588,1,OK
946686454267,946686454.182196379,odom,,,,,,,,,,0.020462,0.014483,0.005369,-0.034255,0.099890,0.000639,0.006393,0.101158,-0.013294,0.000832,-0.055217,0.013320,1,OK
946686454333,0.000000000,summary,10.004,200.073,10.004,20064,100.370,0.006,0.006,1.004,0.505,0.020462,0.014483,0.005369,-0.034255,0,0.003450,0.034528,0.461624,-0.013040,0.001417,-0.065322,0.013117,1,OK
946686454370,946686454.282330990,odom,,,,,,,,,,0.020312,0.015225,0.004762,-0.007106,0.100135,0.000757,0.007561,0.271118,-0.013040,0.001417,-0.065322,0.013117,1,OK
946686454470,946686454.382303715,odom,,,,,,,,,,0.018311,0.015757,0.005348,-0.013807,0.099973,0.002070,0.020708,0.067025,-0.012890,0.002159,-0.038174,0.013069,1,OK
946686454566,946686454.482277513,odom,,,,,,,,,,0.019408,0.014438,0.004977,-0.032532,0.099974,0.001715,0.017159,0.187303,-0.010889,0.002693,-0.044875,0.011217,1,OK
946686454663,946686454.582333922,odom,,,,,,,,,,0.018866,0.014497,0.004351,-0.012008,0.100056,0.000545,0.005449,0.205126,-0.011986,0.001374,-0.063600,0.012064,1,OK
946686454766,946686454.682339549,odom,,,,,,,,,,0.018837,0.014997,0.004331,-0.021103,0.100006,0.000502,0.005015,0.090940,-0.011444,0.001432,-0.043076,0.011533,1,OK
946686454857,946686454.782294393,odom,,,,,,,,,,0.018664,0.016160,0.005740,-0.005427,0.099955,0.001176,0.011764,0.156823,-0.011415,0.001933,-0.052170,0.011578,1,OK
946686454966,946686454.881647587,odom,,,,,,,,,,0.020271,0.014932,0.005456,-0.023029,0.099353,0.002022,0.020352,0.177157,-0.011243,0.003096,-0.036495,0.011661,1,OK
946686455069,946686454.982261062,odom,,,,,,,,,,0.019681,0.013232,0.005228,-0.025955,0.100613,0.001799,0.017884,0.029090,-0.012849,0.001867,-0.054096,0.012984,1,OK
946686455162,946686455.081740379,odom,,,,,,,,,,0.020562,0.013107,0.005500,-0.028059,0.099479,0.000890,0.008947,0.021149,-0.012258,0.000168,-0.057023,0.012259,1,OK
946686455262,946686455.182366490,odom,,,,,,,,,,0.021129,0.014389,0.005631,-0.006408,0.100626,0.001403,0.013939,0.215165,-0.013139,0.000041,-0.059127,0.013139,1,OK
946686455333,0.000000000,summary,10.003,200.059,10.003,19968,100.193,0.006,0.006,0.996,0.799,0.021129,0.014389,0.005631,-0.006408,0,0.002070,0.020708,0.271118,-0.013707,0.001324,-0.037476,0.013771,1,OK
946686455363,946686455.282338977,odom,,,,,,,,,,0.021147,0.014643,0.004047,-0.030806,0.099972,0.000255,0.002548,0.244049,-0.013707,0.001324,-0.037476,0.013771,1,OK
946686455469,946686455.382220030,odom,,,,,,,,,,0.021525,0.013070,0.003904,-0.038753,0.099881,0.001618,0.016197,0.079559,-0.013725,0.001578,-0.061874,0.013815,1,OK
946686455567,946686455.482354283,odom,,,,,,,,,,0.022354,0.014164,0.004073,-0.013220,0.100134,0.001372,0.013698,0.254982,-0.014102,0.000005,-0.069820,0.014102,1,OK
946686455661,946686455.582350612,odom,,,,,,,,,,0.021464,0.013473,0.004662,-0.031303,0.099996,0.001126,0.011265,0.180830,-0.014931,0.001098,-0.044288,0.014972,1,OK
946686455775,946686455.682300925,odom,,,,,,,,,,0.019335,0.014597,0.005229,-0.004210,0.099950,0.002408,0.024089,0.271062,-0.014041,0.000407,-0.062370,0.014047,1,OK
946686455876,946686455.781886101,odom,,,,,,,,,,0.017639,0.014433,0.005286,0.015614,0.099585,0.001704,0.017109,0.199070,-0.011913,0.001532,-0.035278,0.012011,1,OK
946686455960,946686455.882202625,odom,,,,,,,,,,0.018493,0.014098,0.004114,-0.021220,0.100317,0.000917,0.009137,0.367177,-0.010217,0.001370,-0.015453,0.010308,1,OK
946686456066,946686455.982274055,odom,,,,,,,,,,0.019268,0.014786,0.005538,-0.002879,0.100071,0.001037,0.010359,0.183273,-0.011070,0.001034,-0.052287,0.011118,1,OK
946686456167,946686456.082389235,odom,,,,,,,,,,0.019838,0.014534,0.005724,-0.001487,0.100115,0.000624,0.006229,0.013906,-0.011846,0.001722,-0.033947,0.011971,1,OK
946686456263,946686456.182315469,odom,,,,,,,,,,0.020472,0.013891,0.006238,-0.014318,0.099926,0.000903,0.009037,0.128409,-0.012416,0.001470,-0.032554,0.012503,1,OK
946686456333,0.000000000,summary,10.004,200.073,10.004,19968,99.635,0.006,0.006,1.004,0.755,0.020472,0.013891,0.006238,-0.014318,0,0.002408,0.024089,0.367177,-0.013049,0.000825,-0.045386,0.013075,1,OK
946686456367,946686456.281755567,odom,,,,,,,,,,0.019515,0.013396,0.005569,-0.054629,0.099440,0.001077,0.010829,0.405380,-0.013049,0.000825,-0.045386,0.013075,1,OK
946686456468,946686456.382344007,odom,,,,,,,,,,0.019644,0.014419,0.004506,0.013044,0.100588,0.001031,0.010249,0.672777,-0.012093,0.000331,-0.085697,0.012097,1,OK
946686456567,946686456.482354760,odom,,,,,,,,,,0.020420,0.013881,0.003724,-0.020737,0.100011,0.000944,0.009441,0.337779,-0.012221,0.001354,-0.018023,0.012296,1,OK
946686456667,946686456.582321644,odom,,,,,,,,,,0.020829,0.014287,0.003622,-0.021507,0.099967,0.000577,0.005774,0.007704,-0.012997,0.000815,-0.051805,0.013023,1,OK
946686456762,946686456.682132363,odom,,,,,,,,,,0.020567,0.013959,0.005412,-0.029655,0.099811,0.000420,0.004209,0.081629,-0.013407,0.001222,-0.052575,0.013462,1,OK
946686456867,946686456.781881690,odom,,,,,,,,,,0.019585,0.013574,0.005798,-0.017464,0.099749,0.001055,0.010574,0.122216,-0.013145,0.000894,-0.060722,0.013175,1,OK
946686456961,946686456.881994486,odom,,,,,,,,,,0.021002,0.013117,0.005771,-0.040743,0.100113,0.001488,0.014867,0.232532,-0.012162,0.000510,-0.048532,0.012173,1,OK
946686457063,946686456.982363224,odom,,,,,,,,,,0.021931,0.014048,0.005410,-0.034360,0.100369,0.001315,0.013099,0.063595,-0.013579,0.000052,-0.071811,0.013579,1,OK
946686457168,946686457.082355618,odom,,,,,,,,,,0.021915,0.014491,0.005533,-0.018937,0.099992,0.000444,0.004440,0.154243,-0.014508,0.000982,-0.065428,0.014541,1,OK
946686457268,946686457.182360888,odom,,,,,,,,,,0.021065,0.014870,0.004160,0.003622,0.100005,0.000931,0.009309,0.225578,-0.014493,0.001425,-0.050005,0.014563,1,OK
946686457333,0.000000000,summary,10.006,200.113,10.006,20064,100.273,0.006,0.006,0.998,0.609,0.021065,0.014870,0.004160,0.003622,0,0.001488,0.014867,0.672777,-0.013643,0.001805,-0.027446,0.013762,1,OK
946686457364,946686457.282374144,odom,,,,,,,,,,0.021858,0.013572,0.004264,-0.057390,0.100013,0.001521,0.015209,0.610036,-0.013643,0.001805,-0.027446,0.013762,1,OK
946686457464,946686457.382354617,odom,,,,,,,,,,0.020522,0.014184,0.004975,-0.030429,0.099980,0.001469,0.014697,0.269664,-0.014435,0.000507,-0.088458,0.014444,1,OK
946686457568,946686457.481803417,odom,,,,,,,,,,0.019307,0.014615,0.004780,0.012342,0.099449,0.001289,0.012960,0.430080,-0.013099,0.001119,-0.061496,0.013147,1,OK
946686457667,946686457.582142591,odom,,,,,,,,,,0.020460,0.015035,0.005332,-0.030548,0.100339,0.001227,0.012228,0.427456,-0.011885,0.001551,-0.018725,0.011986,1,OK
946686457763,946686457.682284951,odom,,,,,,,,,,0.019345,0.014944,0.005510,0.006143,0.100142,0.001119,0.011179,0.366389,-0.013039,0.001969,-0.061616,0.013186,1,OK
946686457861,946686457.782401919,odom,,,,,,,,,,0.018597,0.014747,0.006007,0.020375,0.100117,0.000774,0.007726,0.142157,-0.011923,0.001879,-0.024925,0.012070,1,OK
946686457969,946686457.882356167,odom,,,,,,,,,,0.021481,0.014633,0.005585,-0.051747,0.099954,0.002886,0.028876,0.721551,-0.011175,0.001682,-0.010693,0.011301,1,OK
946686458062,946686457.982285142,odom,,,,,,,,,,0.023884,0.012639,0.005107,-0.050801,0.099929,0.003123,0.031251,0.009472,-0.014059,0.001567,-0.082815,0.014146,1,OK
946686458166,946686458.082251787,odom,,,,,,,,,,0.022687,0.013519,0.006325,-0.031256,0.099967,0.001486,0.014865,0.195509,-0.016461,-0.000428,-0.081868,0.016466,1,OK
946686458258,946686458.182370424,odom,,,,,,,,,,0.020401,0.012943,0.004974,-0.023244,0.100119,0.002358,0.023549,0.080026,-0.015264,0.000452,-0.062324,0.015271,1,OK
946686458333,0.000000000,summary,10.003,200.060,10.003,19968,100.164,0.006,0.006,1.005,0.692,0.020401,0.012943,0.004974,-0.023244,0,0.003123,0.031251,0.721551,-0.012978,-0.000122,-0.054312,0.012978,1,OK
946686458368,946686458.282270789,odom,,,,,,,,,,0.020822,0.013444,0.004610,-0.028026,0.099900,0.000655,0.006556,0.047867,-0.012978,-0.000122,-0.054312,0.012978,1,OK
946686458461,946686458.381725907,odom,,,,,,,,,,0.019773,0.015212,0.004356,-0.019712,0.099455,0.002056,0.020674,0.083597,-0.013400,0.000379,-0.059094,0.013405,1,OK
946686458567,946686458.482363820,odom,,,,,,,,,,0.019385,0.014997,0.003933,0.004843,0.100638,0.000443,0.004403,0.243990,-0.012351,0.002147,-0.050780,0.012536,1,OK
946686458663,946686458.582317710,odom,,,,,,,,,,0.020913,0.015065,0.004738,-0.013113,0.099954,0.001530,0.015303,0.179638,-0.011963,0.001933,-0.026225,0.012119,1,OK
946686458773,946686458.682294726,odom,,,,,,,,,,0.020347,0.015031,0.006400,-0.028862,0.099977,0.000568,0.005677,0.157523,-0.013492,0.002000,-0.044180,0.013639,1,OK
946686458862,946686458.782388091,odom,,,,,,,,,,0.020271,0.014901,0.004746,-0.022173,0.100093,0.000151,0.001507,0.066821,-0.012925,0.001966,-0.059929,0.013074,1,OK
946686458966,946686458.882289410,odom,,,,,,,,,,0.020932,0.013992,0.006059,-0.025858,0.099901,0.001125,0.011257,0.036889,-0.012849,0.001836,-0.053241,0.012979,1,OK
946686459074,946686458.982248902,odom,,,,,,,,,,0.019899,0.013378,0.007027,-0.042171,0.099959,0.001202,0.012027,0.163191,-0.013510,0.000927,-0.056926,0.013542,1,OK
946686459161,946686459.082388282,odom,,,,,,,,,,0.021133,0.013745,0.006913,-0.030720,0.100139,0.001288,0.012858,0.114349,-0.012476,0.000313,-0.073238,0.012480,1,OK
946686459263,946686459.182279587,odom,,,,,,,,,,0.021671,0.012401,0.006101,-0.032815,0.099891,0.001448,0.014495,0.020973,-0.013710,0.000680,-0.061788,0.013727,1,OK
946686459333,0.000000000,summary,10.003,200.055,10.003,19968,100.223,0.006,0.006,0.996,0.614,0.021671,0.012401,0.006101,-0.032815,0,0.002056,0.020674,0.243990,-0.014248,-0.000664,-0.063883,0.014264,1,OK
946686459365,946686459.282258868,odom,,,,,,,,,,0.021792,0.013256,0.005794,-0.030757,0.099979,0.000863,0.008630,0.020587,-0.014248,-0.000664,-0.063883,0.014264,1,OK
946686459466,946686459.382413745,odom,,,,,,,,,,0.022224,0.014512,0.005583,-0.011696,0.100155,0.001329,0.013267,0.190316,-0.014369,0.000190,-0.061824,0.014371,1,OK
946686459561,946686459.482247472,odom,,,,,,,,,,0.020349,0.014690,0.004780,-0.011765,0.099834,0.001883,0.018866,0.000698,-0.014801,0.001446,-0.042763,0.014872,1,OK
946686459666,946686459.582418442,odom,,,,,,,,,,0.018531,0.014726,0.005054,-0.015590,0.100171,0.001818,0.018151,0.038179,-0.012926,0.001625,-0.042833,0.013028,1,OK
946686459762,946686459.682398319,odom,,,,,,,,,,0.018787,0.015085,0.006197,-0.034194,0.099980,0.000441,0.004408,0.186079,-0.011109,0.001662,-0.046657,0.011232,1,OK
946686459871,946686459.782330394,odom,,,,,,,,,,0.020116,0.013668,0.005772,-0.036122,0.099932,0.001942,0.019429,0.019298,-0.011366,0.002020,-0.065262,0.011544,1,OK
946686459964,946686459.882281542,odom,,,,,,,,,,0.021955,0.013736,0.005971,-0.024367,0.099951,0.001840,0.018410,0.117611,-0.012693,0.000604,-0.067190,0.012707,1,OK
946686460065,946686459.982437611,odom,,,,,,,,,,0.022933,0.015059,0.006696,-0.043604,0.100156,0.001646,0.016429,0.192072,-0.014532,0.000670,-0.055435,0.014547,1,OK
946686460162,946686460.082335353,odom,,,,,,,,,,0.023300,0.014644,0.006355,-0.020403,0.099898,0.000554,0.005547,0.232253,-0.015511,0.001992,-0.074672,0.015639,1,OK
946686460266,946686460.182257295,odom,,,,,,,,,,0.020120,0.014636,0.005676,-0.028371,0.099922,0.003180,0.031825,0.079745,-0.015878,0.001577,-0.051470,0.015956,1,OK
946686460333,0.000000000,summary,10.004,200.071,10.004,20064,100.394,0.006,0.006,1.001,0.783,0.020120,0.014636,0.005676,-0.028371,0,0.003180,0.031825,0.232253,-0.012698,0.001571,-0.059439,0.012795,1,OK
946686460364,946686460.282426834,odom,,,,,,,,,,0.021236,0.013813,0.005228,-0.047656,0.100170,0.001386,0.013840,0.192520,-0.012698,0.001571,-0.059439,0.012795,1,OK
946686460458,946686460.382340193,odom,,,,,,,,,,0.020453,0.012894,0.004992,-0.024564,0.099913,0.001207,0.012085,0.231116,-0.013814,0.000748,-0.078723,0.013834,1,OK
946686460566,946686460.481760144,odom,,,,,,,,,,0.021058,0.013441,0.004237,-0.037052,0.099420,0.000816,0.008208,0.125614,-0.013030,-0.000171,-0.055632,0.013031,1,OK
946686460665,946686460.582301617,odom,,,,,,,,,,0.020195,0.014491,0.004762,-0.012844,0.100541,0.001359,0.013517,0.240780,-0.013636,0.000376,-0.068120,0.013641,1,OK
946686460764,946686460.682377338,odom,,,,,,,,,,0.018803,0.014518,0.005217,-0.020537,0.100076,0.001393,0.013916,0.076871,-0.012773,0.001426,-0.043912,0.012853,1,OK
946686460857,946686460.782252908,odom,,,,,,,,,,0.019019,0.016140,0.005640,-0.015006,0.099876,0.001636,0.016378,0.055380,-0.011381,0.001454,-0.051605,0.011473,1,OK
946686460967,946686460.882439494,odom,,,,,,,,,,0.019810,0.015642,0.004458,-0.020775,0.100187,0.000935,0.009332,0.057583,-0.011597,0.003075,-0.046074,0.011998,1,OK
946686461062,946686460.982336044,odom,,,,,,,,,,0.019164,0.015222,0.005432,0.012427,0.099897,0.000770,0.007709,0.332364,-0.012389,0.002577,-0.051843,0.012654,1,OK
946686461170,946686461.081795692,odom,,,,,,,,,,0.019363,0.015278,0.006174,-0.034491,0.099460,0.000206,0.002070,0.471733,-0.011743,0.002158,-0.018640,0.011939,1,OK
946686461262,946686461.182376623,odom,,,,,,,,,,0.020001,0.012265,0.005965,-0.038727,0.100581,0.003079,0.030616,0.042111,-0.011941,0.002213,-0.065559,0.012144,1,OK
946686461333,0.000000000,summary,10.004,200.071,10.004,19968,99.479,0.006,0.006,1.008,0.503,0.020001,0.012265,0.005965,-0.038727,0,0.003079,0.030616,0.471733,-0.012578,-0.000800,-0.069794,0.012603,1,OK
946686461367,946686461.282365799,odom,,,,,,,,,,0.018777,0.012584,0.005354,-0.025965,0.099989,0.001265,0.012653,0.127629,-0.012578,-0.000800,-0.069794,0.012603,1,OK
946686461466,946686461.382331014,odom,,,,,,,,,,0.018514,0.012866,0.005300,-0.037391,0.099965,0.000385,0.003856,0.114298,-0.011353,-0.000480,-0.057033,0.011364,1,OK
946686461564,946686461.481908679,odom,,,,,,,,,,0.020561,0.014274,0.006005,-0.039945,0.099578,0.002484,0.024949,0.025646,-0.011091,-0.000198,-0.068459,0.011093,1,OK
946686461656,946686461.581679463,odom,,,,,,,,,,0.021976,0.014360,0.005834,-0.029860,0.099771,0.001418,0.014210,0.101077,-0.013139,0.001209,-0.071012,0.013194,1,OK
946686461771,946686461.682324886,odom,,,,,,,,,,0.020923,0.012772,0.006207,-0.026462,0.100645,0.001906,0.018936,0.033770,-0.014554,0.001294,-0.060928,0.014611,1,OK
946686461867,946686461.782378554,odom,,,,,,,,,,0.018310,0.013297,0.005011,0.010459,0.100054,0.002665,0.026638,0.369011,-0.013499,-0.000293,-0.057529,0.013503,1,OK
946686461961,946686461.882402778,odom,,,,,,,,,,0.018907,0.015113,0.004936,-0.010147,0.100024,0.001911,0.019109,0.206011,-0.010887,0.000233,-0.020608,0.010889,1,OK
946686462058,946686461.982307911,odom,,,,,,,,,,0.019903,0.014438,0.005413,-0.032385,0.099905,0.001203,0.012042,0.222590,-0.011485,0.002049,-0.041214,0.011666,1,OK
946686462166,946686462.082399368,odom,,,,,,,,,,0.020670,0.012929,0.006237,-0.043084,0.100091,0.001693,0.016915,0.106894,-0.012481,0.001373,-0.063452,0.012556,1,OK
946686462269,946686462.182334304,odom,,,,,,,,,,0.021935,0.012570,0.006092,-0.031322,0.099935,0.001315,0.013160,0.117699,-0.013247,-0.000137,-0.074151,0.013248,1,OK
946686462333,0.000000000,summary,10.004,200.073,10.004,19968,100.235,0.006,0.006,0.993,0.726,0.021935,0.012570,0.006092,-0.031322,0,0.002665,0.026638,0.369011,-0.014512,-0.000496,-0.062389,0.014521,1,OK
946686462361,946686462.282321095,odom,,,,,,,,,,0.021373,0.013151,0.006496,-0.016369,0.099987,0.000808,0.008084,0.149544,-0.014512,-0.000496,-0.062389,0.014521,1,OK
946686462466,946686462.382441401,odom,,,,,,,,,,0.020354,0.014463,0.005437,-0.009736,0.100120,0.001662,0.016596,0.066251,-0.013950,0.000086,-0.047437,0.013951,1,OK
946686462567,946686462.482266784,odom,,,,,,,,,,0.019877,0.013763,0.005222,-0.052711,0.099825,0.000847,0.008486,0.430506,-0.012931,0.001398,-0.040804,0.013007,1,OK
946686462666,946686462.581780434,odom,,,,,,,,,,0.019397,0.013935,0.003764,-0.010502,0.099514,0.000510,0.005121,0.424152,-0.012454,0.000698,-0.083779,0.012474,1,OK
946686462762,946686462.682444572,odom,,,,,,,,,,0.019435,0.015396,0.003346,0.016670,0.100664,0.001462,0.014519,0.269934,-0.011975,0.000871,-0.041570,0.012006,1,OK
946686462865,946686462.782321692,odom,,,,,,,,,,0.019863,0.015431,0.003458,-0.010184,0.099877,0.000430,0.004304,0.268872,-0.012013,0.002332,-0.014397,0.012237,1,OK
946686462969,946686462.882343054,odom,,,,,,,,,,0.021002,0.013622,0.004378,-0.041733,0.100021,0.002138,0.021371,0.315421,-0.012442,0.002366,-0.041252,0.012665,1,OK
946686463067,946686462.982400894,odom,,,,,,,,,,0.020087,0.015851,0.003764,-0.009132,0.100058,0.002410,0.024088,0.325824,-0.013580,0.000556,-0.072800,0.013591,1,OK
946686463164,946686463.082323790,odom,,,,,,,,,,0.019820,0.016179,0.004137,-0.019119,0.099923,0.000423,0.004232,0.099947,-0.012665,0.002786,-0.040199,0.012968,1,OK
946686463264,946686463.182340026,odom,,,,,,,,,,0.021455,0.014670,0.004930,-0.055046,0.100016,0.002225,0.022247,0.359213,-0.012399,0.003115,-0.050186,0.012784,1,OK
